species,identifier,higher_taxon,common_name,highest_common_name
Sesamia inferens,44202617274_d070c0a385,Noctuoidea,Owlet moths,moths
Sesamia inferens,46220516874_4804c3a042,Noctuoidea,Owlet moths,moths
Sesamia inferens,46945142751_3a10c4fda5,Noctuoidea,Owlet moths,moths
Smerinthus saliceti,ASUHIC0097643_habitus_dorsal_1506005072_lg,Bombycoidea,Sphynx/Silk moths,moths
Smerinthus saliceti,CSU_ENT0055451_1-3_1568218614_lg,Bombycoidea,Sphynx/Silk moths,moths
Smerinthus saliceti,CSU_ENT0055452_1-3_1568218574_lg,Bombycoidea,Sphynx/Silk moths,moths
Smerinthus saliceti,CSU_ENT1174213_1-2_1637255677_lg,Bombycoidea,Sphynx/Silk moths,moths
Sphinx pinastri,1ba5df9d-266a-49c7-8c92-a310f499c830,Bombycoidea,Sphynx/Silk moths,moths
Sphinx pinastri,25d5c2c8-cbaf-43e4-b81f-6fa73529c1c6,Bombycoidea,Sphynx/Silk moths,moths
Sphinx pinastri,a4ac9d07-501b-4ea4-b3b6-8768e1cd0a2f,Bombycoidea,Sphynx/Silk moths,moths
Sphinx pinastri,AC320FFC6432D4012CE1510B2B0DB954740AD3FD89C78829515A3E55B961BCC8,Bombycoidea,Sphynx/Silk moths,moths
Sphinx pinastri,bfc1aa1e-21e5-4260-8e14-9cda8d99255f,Bombycoidea,Sphynx/Silk moths,moths
Sphinx pinastri,Sphinx pinastri_Preview001,Bombycoidea,Sphynx/Silk moths,moths
Spilomela sp,06-SRNP-106787_DHJ606787%2B1201561020,Pyraloidea,Snout moths,moths
Spinulata maruga,CCDB-29468-B12%2B1507830074,Cossoidea,Carpenter moths,moths
Spodoptera exigua,4500b568-8672-4c21-8dab-83f5f9a938fd,Noctuoidea,Owlet moths,moths
Spodoptera exigua,470d1d21-0328-4161-a7b7-5654a2267deb,Noctuoidea,Owlet moths,moths
Spodoptera exigua,CSU_ENT1130665_1-3_1571334919_lg,Noctuoidea,Owlet moths,moths
Spodoptera exigua,SDNHM179642,Noctuoidea,Owlet moths,moths
Spodoptera exigua,SDNHM182547,Noctuoidea,Owlet moths,moths
Spodoptera exigua,SDNHM184521,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,2c11277cdaa3396df7ab34695ab12cdd,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,IMG_011957,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,SDNHM186124,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,SDNHM186132_firstlabel,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,SDNHM186136_secondlabel,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,SDNHM186142_firstlabel,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,SDNHM186146,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,SDNHM186165,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,SDNHM186166,Noctuoidea,Owlet moths,moths
Spodoptera frugiperda,SDNHM186167,Noctuoidea,Owlet moths,moths
Stenopsychodes sp,344750-small,Trichoptera,Caddisflies caddisflies,caddisflies
Stigmella atricapitella,BC_ZSM_Lep_85139%2B1435764658,Nepticuloidea,Pygmy leafminer moths,moths
Stigmella atricapitella,BC_ZSM_Lep_89466%2B1442844464,Nepticuloidea,Pygmy leafminer moths,moths
Striacosta albicosta,BIOUG02040-B01+1331840530,Noctuoidea,Owlet moths,moths
Striacosta albicosta,BIOUG20646-A03+1435949362,Noctuoidea,Owlet moths,moths
Striacosta albicosta,IMG_1636+1290023874,Noctuoidea,Owlet moths,moths
Striglina suzukii,24023200629_6e316f89af,Thyridoidea,Picture-winged leaf moths,moths
Striglina suzukii,33795746598_7c07218f0f,Thyridoidea,Picture-winged leaf moths,moths
Striglina suzukii,46855960351_cb725be791,Thyridoidea,Picture-winged leaf moths,moths
Synemon plana,11ANIC_14923%2B1304375428,Sesioidea,Clearwing moths,moths
Synemon plana,11ANIC_14925%2B1304375452,Sesioidea,Clearwing moths,moths
Synemon plana,11ANIC_14926%2B1303098944,Sesioidea,Clearwing moths,moths
Synemon plana,IMG_093683,Sesioidea,Clearwing moths,moths
Tegeticula yuccasella,ASUHIC0010027_habitus_dorsal_1528389461_lg,Adeloidea,Primitive monotrysian moths,moths
Tegeticula yuccasella,MCZ-ENT00733133_Tetigula_yuccasella_hav,Adeloidea,Primitive monotrysian moths,moths
Tegeticula yuccasella,MEM24474_Tegeticula_intermedia_1510341837_lg,Adeloidea,Primitive monotrysian moths,moths
Telchin licus,IMG_018868,Sesioidea,Clearwing moths,moths
Telchin licus,IMG_018873,Sesioidea,Clearwing moths,moths
Telchin licus,Telchin_licus_A_label,Sesioidea,Clearwing moths,moths
Telchin licus,Telchin_licus_C_dorsal_habitus_2_cmz,Sesioidea,Clearwing moths,moths
Telchin licus,Telchin_licus_E_ventral_habitus_2_cmz,Sesioidea,Clearwing moths,moths
Telchin licus,Telchin_licus_F_dorsal_habitus_2_cmz,Sesioidea,Clearwing moths,moths
Telchin licus,Telchin_licus_G_labels,Sesioidea,Clearwing moths,moths
Telchin licus,Telchin_licus_J_ventral_1_cmz,Sesioidea,Clearwing moths,moths
Telchin licus,Telchin_licus_M_dorsal_1_cmz,Sesioidea,Clearwing moths,moths
Telchin licus,ypm:74adb307-db40-4fbb-918c-66fd17fe264d,Sesioidea,Clearwing moths,moths
Thyatira batis,12a64fcb-aee5-4338-a7b5-1df56db4127f,Drepanoidea,Hook-tip moths,moths
Thyatira batis,1eb0c9e2-bc3e-4636-96b7-98a852284ef1,Drepanoidea,Hook-tip moths,moths
Thyatira batis,35266523931_acf0e41d87,Drepanoidea,Hook-tip moths,moths
Thyatira batis,40620943912_3071269f70,Drepanoidea,Hook-tip moths,moths
Thyatira batis,7e1d1d84-2ea4-4b56-8cb5-fafb8366de3e,Drepanoidea,Hook-tip moths,moths
Thyatira batis,9edcf031-dddf-4b2d-9cb4-535ab2856c7d,Drepanoidea,Hook-tip moths,moths
Thyatira batis,d43a41c5-0d31-4a34-adf9-bbaeec47010c,Drepanoidea,Hook-tip moths,moths
Thyatira batis,e3dd4451-1436-4eec-b0a7-ecfd3f81631c,Drepanoidea,Hook-tip moths,moths
Thymelicus sylvestris,002-02-Thymelicus_sylvestris_(211a),Papilionoidea,Papilionoid butterflies,butterflies
Thymelicus sylvestris,589a29f3-b40c-4684-8536-b4946b2aeec7,Papilionoidea,Papilionoid butterflies,butterflies
Thymelicus sylvestris,7BC77B9644BB9AEE463544C1A016C284E56528BD76C1F6190C9212ABA498694E,Papilionoidea,Papilionoid butterflies,butterflies
Thymelicus sylvestris,9b74cc6b-a566-41c4-b801-116b88b4b528,Papilionoidea,Papilionoid butterflies,butterflies
Thymelicus sylvestris,a7ac1339-d1ed-4a85-a8c0-0ec528378317,Papilionoidea,Papilionoid butterflies,butterflies
Thymelicus sylvestris,c6f84a64-2519-4607-a593-a71c8912b6d9,Papilionoidea,Papilionoid butterflies,butterflies
Thymelicus sylvestris,da745944-6239-45b1-b775-048382f1713f,Papilionoidea,Papilionoid butterflies,butterflies
Thymelicus sylvestris,e506522c-f99e-460e-8d3e-e143529e7415,Papilionoidea,Papilionoid butterflies,butterflies
Thyridopteryx ephemeraeformis,MCZ-ENT00733174_Thyridopteryx_ephemeraeformis_had,Tineoidea,Clothes moths,moths
Thyridopteryx ephemeraeformis,MCZ-ENT00733177_Thyridopteryx_ephemeraeformis_had,Tineoidea,Clothes moths,moths
Tineola bisselliella,182709,Tineoidea,Clothes moths,moths
Tineola bisselliella,23698ADEAFF97845A9708572F0CDE032680FADB81BC6225B3DC7B049C0AA260D,Tineoidea,Clothes moths,moths
Tineola bisselliella,D4098E15F2E95564C027F9851BF585D79FB38C68108E70CDA429CBC1BE1F1E9F,Tineoidea,Clothes moths,moths
Tineola bisselliella,FA28C57537129F6208BF176B891AEEF5E60A1866CE451AA533A2CF1DE759767A,Tineoidea,Clothes moths,moths
Tischeria quercitella,MCZ-ENT00733378_Tischeria_quercitella_had,Tischerioidea,Trumpet leaf miner moths,moths
Tischeria quercitella,MCZ-ENT00733381_Tischeria_quercitella_had,Tischerioidea,Trumpet leaf miner moths,moths
Tischeria quercitella,MCZ-ENT00733383_Tischeria_quercitella_had,Tischerioidea,Trumpet leaf miner moths,moths
Tischeria quercitella,MCZ-ENT00733388_Tischeria_quercitella_had,Tischerioidea,Trumpet leaf miner moths,moths
Tolype notialis,205664fd86f64885edf0eb4c0c0dd055?size=fullsize,Lasiocampoidea,Eggars/Tent moths,moths
Tolype notialis,3a0ef0c90fb80693c3bb21f195f7e771?size=fullsize,Lasiocampoidea,Eggars/Tent moths,moths
Tolype notialis,3b491535254286666f4b426a9ea48223?size=fullsize,Lasiocampoidea,Eggars/Tent moths,moths
Tolype notialis,afb021e262483093097302b60da00cd4?size=fullsize,Lasiocampoidea,Eggars/Tent moths,moths
Tolype notialis,IMG_018889,Lasiocampoidea,Eggars/Tent moths,moths
Tolype notialis,IMG_018890,Lasiocampoidea,Eggars/Tent moths,moths
Tolype notialis,IMG_018891,Lasiocampoidea,Eggars/Tent moths,moths
Tridrepana flava,11230065243_2c39f6fd03_q,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,15130462141_3f42b11c09,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,15512947687_3e6563704b,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,16908558076_a3d2f55b60,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,24247252079_d073568615,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,24247252329_363db4bb71,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,29383759532_17c90f059f,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,32482104447_6469a3f439,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,36120733773_657d562743,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,39730702913_bc584592fd,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,43711749660_55d7985b98,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,9392360602_bf1b16b43d_q,Drepanoidea,Hook-tip moths,moths
Tridrepana flava,large,Drepanoidea,Hook-tip moths,moths
Triodia sylvina,064e08e8-fe69-4702-a538-97deae6719b8,Hepialoidea,Ghost moths,moths
Triodia sylvina,4c610309-0ebe-4cc2-88e2-bcc49c6966a3,Hepialoidea,Ghost moths,moths
Triodia sylvina,4d11b061-d71d-4641-912a-d60cb178b0bf,Hepialoidea,Ghost moths,moths
Triodia sylvina,4da9ebd4-5ac0-4efb-bee8-4b6147bbc881,Hepialoidea,Ghost moths,moths
Triodia sylvina,6555E8945196DA9192FE630967CC0B129C485C386084D429D2EDB55E8E1F0154,Hepialoidea,Ghost moths,moths
Triodia sylvina,82ece3bc-130e-4560-8839-979c02906be9,Hepialoidea,Ghost moths,moths
Triodia sylvina,e3a30953-6b23-439f-95e5-3c0ffdc60687,Hepialoidea,Ghost moths,moths
Triodia sylvina,f3f7dc20-c715-4fa9-a58b-b346294734f8,Hepialoidea,Ghost moths,moths
Triodia sylvina,fa303794-6fc1-4fc3-8cfc-51d03fbe7c10,Hepialoidea,Ghost moths,moths
Trosia sp,06-SRNP-42442-DHJ353758%2B1175948568,Zygaenoidea,Burnet moths,moths
Tuta absoluta,BC_TLMF_Lep_01462%2B1269591160,Gelechioidea,Curved-horn moths,moths
Tuta absoluta,MM25243%2B1453907162,Gelechioidea,Curved-horn moths,moths
Urbanus proteus,268251679a2a89fadccf9c49cf67d7f8?size=fullsize,Papilionoidea,Papilionoid butterflies,butterflies
Urbanus proteus,CSU_ENT1038924_1-3_1619803485_lg,Papilionoidea,Papilionoid butterflies,butterflies
Urbanus proteus,CSU_ENT1038930_1-3_1619803276_lg,Papilionoidea,Papilionoid butterflies,butterflies
Urbanus proteus,IMG_145868,Papilionoidea,Papilionoid butterflies,butterflies
Urbanus proteus,IMG_145897,Papilionoidea,Papilionoid butterflies,butterflies
Urbanus proteus,IMG_145916,Papilionoidea,Papilionoid butterflies,butterflies
Urbanus proteus,IMG_145918,Papilionoidea,Papilionoid butterflies,butterflies
Urbanus proteus,UDCC_TCN_00061927_1484149755_lg,Papilionoidea,Papilionoid butterflies,butterflies
Urodus decens,JCS-DNA-007%2B1273864071,Urodoidea,False burnet moths,moths
Vitacea polistiformis,7fed85eb99eb0d7ebf92f0e8dd66c6bc?size=fullsize,Sesioidea,Clearwing moths,moths
Vitacea polistiformis,PXL_20220106_174240970_1641491632_lg,Sesioidea,Clearwing moths,moths
Vitacea polistiformis,SDNHM188506,Sesioidea,Clearwing moths,moths
Vitacea polistiformis,SDNHM188507,Sesioidea,Clearwing moths,moths
Vitacea polistiformis,UDCC_TCN_00115296_1510763400,Sesioidea,Clearwing moths,moths
Xylophanes tersa,IMG_019325,Bombycoidea,Sphynx/Silk moths,moths
Xylophanes tersa,IMG_019328,Bombycoidea,Sphynx/Silk moths,moths
Xylophanes tersa,IMG_019330,Bombycoidea,Sphynx/Silk moths,moths
Xylophanes tersa,IMG_019332,Bombycoidea,Sphynx/Silk moths,moths
Xylophanes tersa,MCZ-ENT00640262_Xylophanes_tersa_hav,Bombycoidea,Sphynx/Silk moths,moths
Xylophanes tersa,SDNHM130698,Bombycoidea,Sphynx/Silk moths,moths
Xylophanes tersa,UDCC_TCN_00062078_1484944322_lg,Bombycoidea,Sphynx/Silk moths,moths
Xylophanes tersa,UDCC_TCN_00062079_1484944770_lg,Bombycoidea,Sphynx/Silk moths,moths
Yponomeuta evonymellus,BC_ZSM_Lep_37786%2B1274281946,Yponomeutoidea,Ermine moths,moths
Zeuzerodes maculata,INB0003536161-EPR003003%2B1302113866,Thyridoidea,Picture-winged leaf moths,moths
Zygaena fausta,IMG_018636,Zygaenoidea,Burnet moths,moths
